n,m,p_max,I,mean,std,min,max
10,10,3,27,1.9,0.0,1.9,1.9
10,10,3,28,2.6,0.0,2.6,2.6
10,10,3,29,2.0,0.0,2.0,2.0
10,10,3,30,1.9,0.0,1.9,1.9
10,10,3,31,2.4,0.0,2.4,2.4
10,10,3,32,2.1,0.0,2.1,2.1
10,10,3,33,2.7,0.0,2.7,2.7
10,10,3,34,2.0,0.0,2.0,2.0
10,10,3,35,2.3,0.0,2.3,2.3
10,10,3,36,1.9,0.0,1.9,1.9
10,10,3,37,2.2,0.0,2.2,2.2
10,10,3,38,2.0,0.0,2.0,2.0
10,10,3,39,1.5,0.0,1.5,1.5
10,10,3,40,2.3,0.0,2.3,2.3
10,10,3,41,2.0,0.0,2.0,2.0
10,10,3,42,1.6,0.0,1.6,1.6
10,10,3,43,2.2,0.0,2.2,2.2
10,10,3,44,2.0,0.0,2.0,2.0
10,10,3,45,1.7,0.0,1.7,1.7
10,10,3,46,1.9,0.0,1.9,1.9
10,10,3,47,2.4,0.0,2.4,2.4
10,10,3,48,1.5,0.0,1.5,1.5
10,10,3,49,2.2,0.0,2.2,2.2
10,10,3,50,2.0,0.0,2.0,2.0
10,10,3,51,1.9,0.0,1.9,1.9
10,10,3,52,2.1,0.0,2.1,2.1
10,10,3,53,1.9,0.0,1.9,1.9
10,10,3,54,2.1,0.0,2.1,2.1
10,10,3,55,2.3,0.0,2.3,2.3
10,10,3,56,1.8,0.0,1.8,1.8
10,10,3,57,2.2,0.0,2.2,2.2
10,10,3,58,1.8,0.0,1.8,1.8
10,10,3,59,1.7,0.0,1.7,1.7
10,10,3,60,1.25,0.0,1.25,1.25
10,10,3,61,2.3,0.0,2.3,2.3
10,10,3,62,1.9,0.0,1.9,1.9
10,10,3,63,1.7,0.0,1.7,1.7
10,10,3,64,2.3,0.0,2.3,2.3
10,10,3,65,1.9,0.0,1.9,1.9
10,10,3,66,2.2,0.0,2.2,2.2
10,10,3,67,1.7,0.0,1.7,1.7
10,10,3,68,1.7,0.0,1.7,1.7
10,10,3,69,2.6,0.0,2.6,2.6
10,10,3,70,2.1,0.0,2.1,2.1
10,10,3,71,1.8,0.0,1.8,1.8
10,10,3,72,2.0,0.0,2.0,2.0
10,10,3,73,1.8,0.0,1.8,1.8
10,10,3,74,2.1,0.0,2.1,2.1
10,10,3,75,2.6,0.0,2.6,2.6
10,10,3,76,1.8,0.0,1.8,1.8
10,10,3,77,2.1,0.0,2.1,2.1
10,10,3,78,2.2,0.0,2.2,2.2
10,10,3,79,2.4,0.0,2.4,2.4
10,10,3,80,1.7,0.0,1.7,1.7
10,10,3,81,1.5,0.0,1.5,1.5
10,10,3,82,1.4,0.0,1.4,1.4
10,10,3,83,2.2,0.0,2.2,2.2
10,10,3,84,2.3,0.0,2.3,2.3
10,10,3,85,1.8,0.0,1.8,1.8
10,10,3,86,2.4,0.0,2.4,2.4
10,10,3,87,1.9,0.0,1.9,1.9
10,10,3,88,2.2,0.0,2.2,2.2
10,10,3,89,2.0,0.0,2.0,2.0
10,10,3,90,2.6,0.0,2.6,2.6
10,10,3,91,1.9,0.0,1.9,1.9
10,10,3,92,1.7,0.0,1.7,1.7
10,10,3,93,2.4,0.0,2.4,2.4
10,10,3,94,2.0,0.0,2.0,2.0
10,10,3,95,1.6,0.0,1.6,1.6
10,10,3,96,2.5,0.0,2.5,2.5
10,10,3,97,2.0,0.0,2.0,2.0
10,10,3,98,2.0,0.0,2.0,2.0
10,10,3,99,1.7,0.0,1.7,1.7
10,10,5,0,1.6,0.0,1.6,1.6
