n,m,p_max,I,mean,std,min,max
10,10,128,354,3.026315789473684,0,3.026315789473684,3.026315789473684
10,10,128,355,3.7,0,3.7,3.7
10,10,128,356,5.505263157894737,0,5.505263157894737,5.505263157894737
10,10,128,357,1.0,0,1.0,1.0
10,10,128,358,3.2222222222222223,0,3.2222222222222223,3.2222222222222223
10,10,128,359,2.518181818181818,0,2.518181818181818,2.518181818181818
10,10,128,360,1.6666666666666667,0,1.6666666666666667,1.6666666666666667
10,10,128,361,6.207142857142857,0,6.207142857142857,6.207142857142857
10,10,128,362,1.2769230769230768,0,1.2769230769230768,1.2769230769230768
10,10,128,363,2.4727272727272727,0,2.4727272727272727,2.4727272727272727
10,10,128,364,2.1702127659574466,0,2.1702127659574466,2.1702127659574466
10,10,128,365,1.6,0,1.6,1.6
10,10,128,366,5.2,0,5.2,5.2
10,10,128,367,5.947058823529412,0,5.947058823529412,5.947058823529412
10,10,128,368,1.3877551020408163,0,1.3877551020408163,1.3877551020408163
10,10,128,369,3.65,0,3.65,3.65
10,10,128,370,3.5,0,3.5,3.5
10,10,128,371,1.0,0,1.0,1.0
10,10,128,372,3.634782608695652,0,3.634782608695652,3.634782608695652
10,10,128,373,3.9647058823529413,0,3.9647058823529413,3.9647058823529413
10,10,128,374,5.038095238095238,0,5.038095238095238,5.038095238095238
10,10,128,375,1.0,0,1.0,1.0
10,10,128,376,1.0,0,1.0,1.0
10,10,128,377,2.3142857142857145,0,2.3142857142857145,2.3142857142857145
10,10,128,378,6.453846153846154,0,6.453846153846154,6.453846153846154
10,10,128,379,2.4347826086956523,0,2.4347826086956523,2.4347826086956523
10,10,128,380,3.8285714285714287,0,3.8285714285714287,3.8285714285714287
10,10,128,381,2.32,0,2.32,2.32
10,10,128,382,3.5,0,3.5,3.5
10,10,128,383,3.1,0,3.1,3.1
10,10,128,384,1.1282051282051282,0,1.1282051282051282,1.1282051282051282
10,10,128,385,3.168421052631579,0,3.168421052631579,3.168421052631579
10,10,128,386,2.95,0,2.95,2.95
10,10,128,387,1.1363636363636365,0,1.1363636363636365,1.1363636363636365
10,10,128,388,1.65,0,1.65,1.65
