alg,n,m,p_max,I,mean,std,min,max
FastGreedy,10,4,128,58,5.791666666666667,0,5.791666666666667,5.791666666666667
QThreshold,10,4,128,58,9.166666666666666,0,9.166666666666666,9.166666666666666
Random,10,4,128,58,4.3,0.0,4.3,4.3
RandomizedPmax,10,4,128,58,2.8383315640481257,1.2047463084505,1.0,6.75
FastGreedy,10,4,128,59,3.433333333333333,0,3.433333333333333,3.433333333333333
QThreshold,10,4,128,59,1.7037037037037037,0,1.7037037037037037,1.7037037037037037
Random,10,4,128,59,2.551851851851852,0.0,2.551851851851852,2.551851851851852
RandomizedPmax,10,4,128,59,3.7037037037037037,0.0,3.7037037037037037,3.7037037037037037
FastGreedy,10,4,128,60,2.95,0,2.95,2.95
QThreshold,10,4,128,60,1.0,0,1.0,1.0
Random,10,4,128,60,2.433333333333333,0.0,2.433333333333333,2.433333333333333
RandomizedPmax,10,4,128,60,3.1666666666666665,0.0,3.1666666666666665,3.1666666666666665
FastGreedy,10,4,128,61,3.844,0,3.844,3.844
QThreshold,10,4,128,61,1.0,0,1.0,1.0
Random,10,4,128,61,2.464,0.0,2.464,2.464
RandomizedPmax,10,4,128,61,4.16,0.0,4.16,4.16
FastGreedy,10,4,128,62,1.0,0,1.0,1.0
QThreshold,10,4,128,62,1.0,0,1.0,1.0
Random,10,4,128,62,15.566666666666666,0.0,15.566666666666666,15.566666666666666
RandomizedPmax,10,4,128,62,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,63,3.0,0,3.0,3.0
QThreshold,10,4,128,63,1.0,0,1.0,1.0
Random,10,4,128,63,2.2111111111111112,0.0,2.2111111111111112,2.2111111111111112
RandomizedPmax,10,4,128,63,3.2222222222222223,0.0,3.2222222222222223,3.2222222222222223
FastGreedy,10,4,128,64,1.6,0,1.6,1.6
QThreshold,10,4,128,64,13.5,0,13.5,13.5
Random,10,4,128,64,6.7,0.0,6.7,6.7
RandomizedPmax,10,4,128,64,1.75,0.0,1.75,1.75
FastGreedy,10,4,128,65,1.0,0,1.0,1.0
QThreshold,10,4,128,65,3.875,0,3.875,3.875
Random,10,4,128,65,3.975,0.0,3.975,3.975
RandomizedPmax,10,4,128,65,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,66,3.210526315789474,0,3.210526315789474,3.210526315789474
QThreshold,10,4,128,66,1.0,0,1.0,1.0
Random,10,4,128,66,2.205263157894737,0.0,2.205263157894737,2.205263157894737
RandomizedPmax,10,4,128,66,3.210526315789474,0.0,3.210526315789474,3.210526315789474
FastGreedy,10,4,128,67,1.6333333333333333,0,1.6333333333333333,1.6333333333333333
QThreshold,10,4,128,67,1.0,0,1.0,1.0
Random,10,4,128,67,1.375,0.0,1.375,1.375
RandomizedPmax,10,4,128,67,1.6333333333333333,0.0,1.6333333333333333,1.6333333333333333
FastGreedy,10,4,128,68,4.578947368421052,0,4.578947368421052,4.578947368421052
QThreshold,10,4,128,68,2.263157894736842,0,2.263157894736842,2.263157894736842
Random,10,4,128,68,3.873684210526316,0.0,3.873684210526316,3.873684210526316
RandomizedPmax,10,4,128,68,4.131578947368421,0.0,4.131578947368421,4.131578947368421
FastGreedy,10,4,128,69,4.6,0,4.6,4.6
QThreshold,10,4,128,69,10.625,0,10.625,10.625
Random,10,4,128,69,5.6,0.0,5.6,5.6
RandomizedPmax,10,4,128,69,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,70,1.0136363636363637,0,1.0136363636363637,1.0136363636363637
QThreshold,10,4,128,70,2.1818181818181817,0,2.1818181818181817,2.1818181818181817
Random,10,4,128,70,2.168181818181818,0.0,2.168181818181818,2.168181818181818
RandomizedPmax,10,4,128,70,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,71,1.0,0,1.0,1.0
QThreshold,10,4,128,71,2.05,0,2.05,2.05
Random,10,4,128,71,1.4866666666666666,0.0,1.4866666666666666,1.4866666666666666
RandomizedPmax,10,4,128,71,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,72,1.0,0,1.0,1.0
QThreshold,10,4,128,72,114.0,0,114.0,114.0
Random,10,4,128,72,69.6,0.0,69.6,69.6
RandomizedPmax,10,4,128,72,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,73,1.0,0,1.0,1.0
QThreshold,10,4,128,73,1.7619047619047619,0,1.7619047619047619,1.7619047619047619
Random,10,4,128,73,1.2571428571428571,0.0,1.2571428571428571,1.2571428571428571
RandomizedPmax,10,4,128,73,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,74,1.07,0,1.07,1.07
QThreshold,10,4,128,74,1.14,0,1.14,1.14
Random,10,4,128,74,1.094,0.0,1.094,1.094
RandomizedPmax,10,4,128,74,1.07,0.0,1.07,1.07
FastGreedy,10,4,128,75,5.9714285714285715,0,5.9714285714285715,5.9714285714285715
QThreshold,10,4,128,75,1.3571428571428572,0,1.3571428571428572,1.3571428571428572
Random,10,4,128,75,2.4571428571428573,0.0,2.4571428571428573,2.4571428571428573
RandomizedPmax,10,4,128,75,2.507142857142857,0.8573214099741123,1.8071428571428572,3.907142857142857
FastGreedy,10,4,128,76,1.0,0,1.0,1.0
QThreshold,10,4,128,76,2.8666666666666667,0,2.8666666666666667,2.8666666666666667
Random,10,4,128,76,2.52,0.0,2.52,2.52
RandomizedPmax,10,4,128,76,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,77,1.0,0,1.0,1.0
QThreshold,10,4,128,77,55.0,0,55.0,55.0
Random,10,4,128,77,38.3,0.0,38.3,38.3
RandomizedPmax,10,4,128,77,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,78,4.625,0,4.625,4.625
QThreshold,10,4,128,78,4.5,0,4.5,4.5
Random,10,4,128,78,3.8916666666666666,0.0,3.8916666666666666,3.8916666666666666
RandomizedPmax,10,4,128,78,1.4219139194139179,0.5274271760589949,1.0,4.633333333333334
FastGreedy,10,4,128,79,1.0,0,1.0,1.0
QThreshold,10,4,128,79,4.631578947368421,0,4.631578947368421,4.631578947368421
Random,10,4,128,79,4.078947368421052,0.0,4.078947368421052,4.078947368421052
RandomizedPmax,10,4,128,79,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,80,5.246153846153846,0,5.246153846153846,5.246153846153846
QThreshold,10,4,128,80,6.6923076923076925,0,6.6923076923076925,6.6923076923076925
Random,10,4,128,80,5.6461538461538465,0.0,5.6461538461538465,5.6461538461538465
RandomizedPmax,10,4,128,80,3.123076923076923,0.0,3.123076923076923,3.123076923076923
FastGreedy,10,4,128,81,1.1111111111111112,0,1.1111111111111112,1.1111111111111112
QThreshold,10,4,128,81,1.0,0,1.0,1.0
Random,10,4,128,81,1.1414141414141414,0.0,1.1414141414141414,1.1414141414141414
RandomizedPmax,10,4,128,81,1.1111111111111112,0.0,1.1111111111111112,1.1111111111111112
FastGreedy,10,4,128,82,2.0555555555555554,0,2.0555555555555554,2.0555555555555554
QThreshold,10,4,128,82,1.2037037037037037,0,1.2037037037037037,1.2037037037037037
Random,10,4,128,82,1.325925925925926,0.0,1.325925925925926,1.325925925925926
RandomizedPmax,10,4,128,82,2.0555555555555554,0.0,2.0555555555555554,2.0555555555555554
FastGreedy,10,4,128,83,1.0,0,1.0,1.0
QThreshold,10,4,128,83,13.25,0,13.25,13.25
Random,10,4,128,83,10.75,0.0,10.75,10.75
RandomizedPmax,10,4,128,83,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,84,1.0,0,1.0,1.0
QThreshold,10,4,128,84,1.0,0,1.0,1.0
Random,10,4,128,84,27.6,0.0,27.6,27.6
RandomizedPmax,10,4,128,84,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,85,3.1025641025641026,0,3.1025641025641026,3.1025641025641026
QThreshold,10,4,128,85,1.5384615384615385,0,1.5384615384615385,1.5384615384615385
Random,10,4,128,85,1.917948717948718,0.0,1.917948717948718,1.917948717948718
RandomizedPmax,10,4,128,85,3.1025641025641026,0.0,3.1025641025641026,3.1025641025641026
FastGreedy,10,4,128,86,2.8,0,2.8,2.8
QThreshold,10,4,128,86,3.260869565217391,0,3.260869565217391,3.260869565217391
Random,10,4,128,86,3.8347826086956522,0.0,3.8347826086956522,3.8347826086956522
RandomizedPmax,10,4,128,86,3.0,0.0,3.0,3.0
FastGreedy,10,4,128,87,2.6,0,2.6,2.6
QThreshold,10,4,128,87,5.15,0,5.15,5.15
Random,10,4,128,87,3.705,0.0,3.705,3.705
RandomizedPmax,10,4,128,87,2.646618106139438,0.2372042961046068,1.6,3.0
FastGreedy,10,4,128,88,1.981818181818182,0,1.981818181818182,1.981818181818182
QThreshold,10,4,128,88,1.0,0,1.0,1.0
Random,10,4,128,88,1.95,0.0,1.95,1.95
RandomizedPmax,10,4,128,88,2.227272727272727,0.0,2.227272727272727,2.227272727272727
FastGreedy,10,4,128,89,1.0681818181818181,0,1.0681818181818181,1.0681818181818181
QThreshold,10,4,128,89,2.4318181818181817,0,2.4318181818181817,2.4318181818181817
Random,10,4,128,89,1.2136363636363636,0.0,1.2136363636363636,1.2136363636363636
RandomizedPmax,10,4,128,89,1.0681818181818181,0.0,1.0681818181818181,1.0681818181818181
FastGreedy,10,4,128,90,1.0,0,1.0,1.0
QThreshold,10,4,128,90,2.4782608695652173,0,2.4782608695652173,2.4782608695652173
Random,10,4,128,90,2.3521739130434782,0.0,2.3521739130434782,2.3521739130434782
RandomizedPmax,10,4,128,90,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,91,1.0,0,1.0,1.0
QThreshold,10,4,128,91,1.0,0,1.0,1.0
Random,10,4,128,91,29.633333333333333,0.0,29.633333333333333,29.633333333333333
RandomizedPmax,10,4,128,91,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,92,2.242857142857143,0,2.242857142857143,2.242857142857143
QThreshold,10,4,128,92,8.571428571428571,0,8.571428571428571,8.571428571428571
Random,10,4,128,92,4.135714285714286,0.0,4.135714285714286,4.135714285714286
RandomizedPmax,10,4,128,92,1.7713312090635522,0.3186244842670291,1.0,2.657142857142857
FastGreedy,10,4,128,93,1.0,0,1.0,1.0
QThreshold,10,4,128,93,2.2758620689655173,0,2.2758620689655173,2.2758620689655173
Random,10,4,128,93,2.279310344827586,0.0,2.279310344827586,2.279310344827586
RandomizedPmax,10,4,128,93,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,94,4.644444444444445,0,4.644444444444445,4.644444444444445
QThreshold,10,4,128,94,1.0,0,1.0,1.0
Random,10,4,128,94,9.633333333333333,0.0,9.633333333333333,9.633333333333333
RandomizedPmax,10,4,128,94,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,95,1.9666666666666666,0,1.9666666666666666,1.9666666666666666
QThreshold,10,4,128,95,1.0,0,1.0,1.0
Random,10,4,128,95,7.816666666666666,0.0,7.816666666666666,7.816666666666666
RandomizedPmax,10,4,128,95,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,96,1.7096774193548387,0,1.7096774193548387,1.7096774193548387
QThreshold,10,4,128,96,1.7580645161290323,0,1.7580645161290323,1.7580645161290323
Random,10,4,128,96,1.4274193548387097,0.0,1.4274193548387097,1.4274193548387097
RandomizedPmax,10,4,128,96,1.7096774193548387,0.0,1.7096774193548387,1.7096774193548387
FastGreedy,10,4,128,97,1.0,0,1.0,1.0
QThreshold,10,4,128,97,2.36734693877551,0,2.36734693877551,2.36734693877551
Random,10,4,128,97,2.0020408163265304,0.0,2.0020408163265304,2.0020408163265304
RandomizedPmax,10,4,128,97,1.0,0.0,1.0,1.0
FastGreedy,10,4,128,98,1.1477272727272727,0,1.1477272727272727,1.1477272727272727
QThreshold,10,4,128,98,1.0,0,1.0,1.0
Random,10,4,128,98,1.084090909090909,0.0,1.084090909090909,1.084090909090909
RandomizedPmax,10,4,128,98,1.1477272727272727,0.0,1.1477272727272727,1.1477272727272727
FastGreedy,10,4,128,99,4.825,0,4.825,4.825
QThreshold,10,4,128,99,4.0,0,4.0,4.0
Random,10,4,128,99,7.125,0.0,7.125,7.125
RandomizedPmax,10,4,128,99,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,0,3.7375,0,3.7375,3.7375
QThreshold,10,6,128,0,3.375,0,3.375,3.375
Random,10,6,128,0,3.8375,0.0,3.8375,3.8375
RandomizedPmax,10,6,128,0,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,1,1.1578947368421053,0,1.1578947368421053,1.1578947368421053
QThreshold,10,6,128,1,2.2280701754385963,0,2.2280701754385963,2.2280701754385963
Random,10,6,128,1,1.756140350877193,0.0,1.756140350877193,1.756140350877193
RandomizedPmax,10,6,128,1,1.1578947368421053,0.0,1.1578947368421053,1.1578947368421053
FastGreedy,10,6,128,2,1.0,0,1.0,1.0
QThreshold,10,6,128,2,41.333333333333336,0,41.333333333333336,41.333333333333336
Random,10,6,128,2,30.333333333333332,0.0,30.333333333333332,30.333333333333332
RandomizedPmax,10,6,128,2,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,3,3.5,0,3.5,3.5
QThreshold,10,6,128,3,3.5555555555555554,0,3.5555555555555554,3.5555555555555554
Random,10,6,128,3,2.683333333333333,0.0,2.683333333333333,2.683333333333333
RandomizedPmax,10,6,128,3,3.5,0.0,3.5,3.5
FastGreedy,10,6,128,4,1.0,0,1.0,1.0
QThreshold,10,6,128,4,2.973684210526316,0,2.973684210526316,2.973684210526316
Random,10,6,128,4,1.7421052631578948,0.0,1.7421052631578948,1.7421052631578948
RandomizedPmax,10,6,128,4,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,5,2.86,0,2.86,2.86
QThreshold,10,6,128,5,16.8,0,16.8,16.8
Random,10,6,128,5,17.4,0.0,17.4,17.4
RandomizedPmax,10,6,128,5,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,6,3.4517241379310346,0,3.4517241379310346,3.4517241379310346
QThreshold,10,6,128,6,2.689655172413793,0,2.689655172413793,2.689655172413793
Random,10,6,128,6,1.6896551724137931,0.0,1.6896551724137931,1.6896551724137931
RandomizedPmax,10,6,128,6,3.7241379310344827,0.0,3.7241379310344827,3.7241379310344827
FastGreedy,10,6,128,7,3.36,0,3.36,3.36
QThreshold,10,6,128,7,1.0,0,1.0,1.0
Random,10,6,128,7,7.84,0.0,7.84,7.84
RandomizedPmax,10,6,128,7,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,8,2.7,0,2.7,2.7
QThreshold,10,6,128,8,9.5,0,9.5,9.5
Random,10,6,128,8,25.05,0.0,25.05,25.05
RandomizedPmax,10,6,128,8,3.55,0.9311283477587825,1.85,4.4
FastGreedy,10,6,128,9,1.0,0,1.0,1.0
QThreshold,10,6,128,9,8.4,0,8.4,8.4
Random,10,6,128,9,8.1,0.0,8.1,8.1
RandomizedPmax,10,6,128,9,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,10,3.5454545454545454,0,3.5454545454545454,3.5454545454545454
QThreshold,10,6,128,10,3.6363636363636362,0,3.6363636363636362,3.6363636363636362
Random,10,6,128,10,5.136363636363637,0.0,5.136363636363637,5.136363636363637
RandomizedPmax,10,6,128,10,1.505374917053749,0.47445520901712773,1.0,3.036363636363636
FastGreedy,10,6,128,11,4.111111111111111,0,4.111111111111111,4.111111111111111
QThreshold,10,6,128,11,1.4444444444444444,0,1.4444444444444444,1.4444444444444444
Random,10,6,128,11,2.861111111111111,0.0,2.861111111111111,2.861111111111111
RandomizedPmax,10,6,128,11,3.6387596899224786,0.5545717032272854,1.7666666666666666,4.833333333333333
FastGreedy,10,6,128,12,3.05625,0,3.05625,3.05625
QThreshold,10,6,128,12,3.6875,0,3.6875,3.6875
Random,10,6,128,12,5.58125,0.0,5.58125,5.58125
RandomizedPmax,10,6,128,12,2.5745548744892064,0.45945801759355226,1.0,3.9375
FastGreedy,10,6,128,13,1.0,0,1.0,1.0
QThreshold,10,6,128,13,3.1142857142857143,0,3.1142857142857143,3.1142857142857143
Random,10,6,128,13,2.2114285714285713,0.0,2.2114285714285713,2.2114285714285713
RandomizedPmax,10,6,128,13,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,14,1.6,0,1.6,1.6
QThreshold,10,6,128,14,12.125,0,12.125,12.125
Random,10,6,128,14,7.7,0.0,7.7,7.7
RandomizedPmax,10,6,128,14,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,15,1.0,0,1.0,1.0
QThreshold,10,6,128,15,1.0,0,1.0,1.0
Random,10,6,128,15,14.55,0.0,14.55,14.55
RandomizedPmax,10,6,128,15,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,16,1.6,0,1.6,1.6
QThreshold,10,6,128,16,21.75,0,21.75,21.75
Random,10,6,128,16,13.175,0.0,13.175,13.175
RandomizedPmax,10,6,128,16,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,17,1.588235294117647,0,1.588235294117647,1.588235294117647
QThreshold,10,6,128,17,3.6470588235294117,0,3.6470588235294117,3.6470588235294117
Random,10,6,128,17,2.1882352941176473,0.0,2.1882352941176473,2.1882352941176473
RandomizedPmax,10,6,128,17,1.588235294117647,0.0,1.588235294117647,1.588235294117647
FastGreedy,10,6,128,18,2.5636363636363635,0,2.5636363636363635,2.5636363636363635
QThreshold,10,6,128,18,3.5,0,3.5,3.5
Random,10,6,128,18,3.9954545454545456,0.0,3.9954545454545456,3.9954545454545456
RandomizedPmax,10,6,128,18,2.9545454545454546,0.0,2.9545454545454546,2.9545454545454546
FastGreedy,10,6,128,19,1.161764705882353,0,1.161764705882353,1.161764705882353
QThreshold,10,6,128,19,1.2058823529411764,0,1.2058823529411764,1.2058823529411764
Random,10,6,128,19,1.3279411764705882,0.0,1.3279411764705882,1.3279411764705882
RandomizedPmax,10,6,128,19,1.161764705882353,0.0,1.161764705882353,1.161764705882353
FastGreedy,10,6,128,20,1.0,0,1.0,1.0
QThreshold,10,6,128,20,1.0,0,1.0,1.0
Random,10,6,128,20,2.2583333333333333,0.0,2.2583333333333333,2.2583333333333333
RandomizedPmax,10,6,128,20,1.0052083333333337,0.020171788261496962,1.0,1.0833333333333333
FastGreedy,10,6,128,21,3.465217391304348,0,3.465217391304348,3.465217391304348
QThreshold,10,6,128,21,3.739130434782609,0,3.739130434782609,3.739130434782609
Random,10,6,128,21,4.073913043478261,0.0,4.073913043478261,4.073913043478261
RandomizedPmax,10,6,128,21,3.739130434782609,0.0,3.739130434782609,3.739130434782609
FastGreedy,10,6,128,22,1.8363636363636364,0,1.8363636363636364,1.8363636363636364
QThreshold,10,6,128,22,3.090909090909091,0,3.090909090909091,3.090909090909091
Random,10,6,128,22,2.190909090909091,0.0,2.190909090909091,2.190909090909091
RandomizedPmax,10,6,128,22,1.940909090909091,0.07392479985132087,1.8363636363636364,2.0454545454545454
FastGreedy,10,6,128,23,1.0315789473684212,0,1.0315789473684212,1.0315789473684212
QThreshold,10,6,128,23,1.3157894736842106,0,1.3157894736842106,1.3157894736842106
Random,10,6,128,23,2.8473684210526318,0.0,2.8473684210526318,2.8473684210526318
RandomizedPmax,10,6,128,23,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,24,3.3133333333333335,0,3.3133333333333335,3.3133333333333335
QThreshold,10,6,128,24,1.0333333333333334,0,1.0333333333333334,1.0333333333333334
Random,10,6,128,24,2.02,0.0,2.02,2.02
RandomizedPmax,10,6,128,24,3.566666666666667,0.0,3.566666666666667,3.566666666666667
FastGreedy,10,6,128,25,1.1272727272727272,0,1.1272727272727272,1.1272727272727272
QThreshold,10,6,128,25,5.090909090909091,0,5.090909090909091,5.090909090909091
Random,10,6,128,25,5.754545454545455,0.0,5.754545454545455,5.754545454545455
RandomizedPmax,10,6,128,25,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,26,1.1818181818181819,0,1.1818181818181819,1.1818181818181819
QThreshold,10,6,128,26,1.5681818181818181,0,1.5681818181818181,1.5681818181818181
Random,10,6,128,26,1.665909090909091,0.0,1.665909090909091,1.665909090909091
RandomizedPmax,10,6,128,26,1.1818181818181819,0.0,1.1818181818181819,1.1818181818181819
FastGreedy,10,6,128,27,2.3333333333333335,0,2.3333333333333335,2.3333333333333335
QThreshold,10,6,128,27,2.1296296296296298,0,2.1296296296296298,2.1296296296296298
Random,10,6,128,27,1.762962962962963,0.0,1.762962962962963,1.762962962962963
RandomizedPmax,10,6,128,27,2.3333333333333335,0.0,2.3333333333333335,2.3333333333333335
FastGreedy,10,6,128,28,6.0,0,6.0,6.0
QThreshold,10,6,128,28,52.0,0,52.0,52.0
Random,10,6,128,28,26.3,0.0,26.3,26.3
RandomizedPmax,10,6,128,28,10.0,0.7071067811865476,9.0,11.0
FastGreedy,10,6,128,29,2.5,0,2.5,2.5
QThreshold,10,6,128,29,4.0,0,4.0,4.0
Random,10,6,128,29,4.333333333333333,0.0,4.333333333333333,4.333333333333333
RandomizedPmax,10,6,128,29,3.7000000000000006,0.3835920452027872,2.8,4.2
FastGreedy,10,6,128,30,1.0,0,1.0,1.0
QThreshold,10,6,128,30,19.5,0,19.5,19.5
Random,10,6,128,30,11.45,0.0,11.45,11.45
RandomizedPmax,10,6,128,30,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,31,1.0,0,1.0,1.0
QThreshold,10,6,128,31,21.0,0,21.0,21.0
Random,10,6,128,31,23.65,0.0,23.65,23.65
RandomizedPmax,10,6,128,31,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,32,1.6166666666666667,0,1.6166666666666667,1.6166666666666667
QThreshold,10,6,128,32,4.833333333333333,0,4.833333333333333,4.833333333333333
Random,10,6,128,32,8.65,0.0,8.65,8.65
RandomizedPmax,10,6,128,32,1.4666666666666666,0.19051586888313607,1.2333333333333334,1.7
FastGreedy,10,6,128,33,3.8,0,3.8,3.8
QThreshold,10,6,128,33,1.0,0,1.0,1.0
Random,10,6,128,33,5.5625,0.0,5.5625,5.5625
RandomizedPmax,10,6,128,33,3.3999999999999986,0.6859943405700354,2.2,4.6
FastGreedy,10,6,128,34,1.0,0,1.0,1.0
QThreshold,10,6,128,34,50.5,0,50.5,50.5
Random,10,6,128,34,27.7,0.0,27.7,27.7
RandomizedPmax,10,6,128,34,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,35,5.447058823529412,0,5.447058823529412,5.447058823529412
QThreshold,10,6,128,35,1.0,0,1.0,1.0
Random,10,6,128,35,3.9411764705882355,0.0,3.9411764705882355,3.9411764705882355
RandomizedPmax,10,6,128,35,3.9663185207081257,1.0055036771879569,1.011764705882353,6.729411764705882
FastGreedy,10,6,128,36,3.4761904761904763,0,3.4761904761904763,3.4761904761904763
QThreshold,10,6,128,36,3.8095238095238093,0,3.8095238095238093,3.8095238095238093
Random,10,6,128,36,2.7142857142857144,0.0,2.7142857142857144,2.7142857142857144
RandomizedPmax,10,6,128,36,3.4761904761904763,0.30952380952380953,2.857142857142857,3.7857142857142856
FastGreedy,10,6,128,37,2.4478260869565216,0,2.4478260869565216,2.4478260869565216
QThreshold,10,6,128,37,2.739130434782609,0,2.739130434782609,2.739130434782609
Random,10,6,128,37,2.1695652173913045,0.0,2.1695652173913045,2.1695652173913045
RandomizedPmax,10,6,128,37,2.608695652173913,0.0,2.608695652173913,2.608695652173913
FastGreedy,10,6,128,38,4.171428571428572,0,4.171428571428572,4.171428571428572
QThreshold,10,6,128,38,7.0,0,7.0,7.0
Random,10,6,128,38,2.342857142857143,0.0,2.342857142857143,2.342857142857143
RandomizedPmax,10,6,128,38,2.041919393455708,0.6435330345091257,1.0,4.7
FastGreedy,10,6,128,39,1.0,0,1.0,1.0
QThreshold,10,6,128,39,1.2413793103448276,0,1.2413793103448276,1.2413793103448276
Random,10,6,128,39,2.0413793103448277,0.0,2.0413793103448277,2.0413793103448277
RandomizedPmax,10,6,128,39,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,40,5.433333333333334,0,5.433333333333334,5.433333333333334
QThreshold,10,6,128,40,7.066666666666666,0,7.066666666666666,7.066666666666666
Random,10,6,128,40,5.62,0.0,5.62,5.62
RandomizedPmax,10,6,128,40,3.928878303913322,0.9980372457615687,1.0,7.333333333333333
FastGreedy,10,6,128,41,2.5428571428571427,0,2.5428571428571427,2.5428571428571427
QThreshold,10,6,128,41,1.4285714285714286,0,1.4285714285714286,1.4285714285714286
Random,10,6,128,41,2.2535714285714286,0.0,2.2535714285714286,2.2535714285714286
RandomizedPmax,10,6,128,41,2.7142857142857144,0.0,2.7142857142857144,2.7142857142857144
FastGreedy,10,6,128,42,3.1,0,3.1,3.1
QThreshold,10,6,128,42,4.0,0,4.0,4.0
Random,10,6,128,42,32.55,0.0,32.55,32.55
RandomizedPmax,10,6,128,42,4.0,0.0,4.0,4.0
FastGreedy,10,6,128,43,2.768965517241379,0,2.768965517241379,2.768965517241379
QThreshold,10,6,128,43,3.3793103448275863,0,3.3793103448275863,3.3793103448275863
Random,10,6,128,43,2.389655172413793,0.0,2.389655172413793,2.389655172413793
RandomizedPmax,10,6,128,43,2.9655172413793105,0.0,2.9655172413793105,2.9655172413793105
FastGreedy,10,6,128,44,3.3086956521739133,0,3.3086956521739133,3.3086956521739133
QThreshold,10,6,128,44,1.0,0,1.0,1.0
Random,10,6,128,44,3.0043478260869567,0.0,3.0043478260869567,3.0043478260869567
RandomizedPmax,10,6,128,44,3.5652173913043477,0.0,3.5652173913043477,3.5652173913043477
FastGreedy,10,6,128,45,4.054545454545455,0,4.054545454545455,4.054545454545455
QThreshold,10,6,128,45,1.0,0,1.0,1.0
Random,10,6,128,45,2.5090909090909093,0.0,2.5090909090909093,2.5090909090909093
RandomizedPmax,10,6,128,45,4.054545454545455,0.0,4.054545454545455,4.054545454545455
FastGreedy,10,6,128,46,1.7,0,1.7,1.7
QThreshold,10,6,128,46,24.4,0,24.4,24.4
Random,10,6,128,46,9.26,0.0,9.26,9.26
RandomizedPmax,10,6,128,46,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,47,1.288888888888889,0,1.288888888888889,1.288888888888889
QThreshold,10,6,128,47,12.666666666666666,0,12.666666666666666,12.666666666666666
Random,10,6,128,47,7.955555555555556,0.0,7.955555555555556,7.955555555555556
RandomizedPmax,10,6,128,47,1.3555555555555554,0.15627539075405023,1.1777777777777778,1.6222222222222222
FastGreedy,10,6,128,48,1.7222222222222223,0,1.7222222222222223,1.7222222222222223
QThreshold,10,6,128,48,1.0,0,1.0,1.0
Random,10,6,128,48,1.6703703703703703,0.0,1.6703703703703703,1.6703703703703703
RandomizedPmax,10,6,128,48,1.7222222222222223,0.0,1.7222222222222223,1.7222222222222223
FastGreedy,10,6,128,49,6.0,0,6.0,6.0
QThreshold,10,6,128,49,5.5,0,5.5,5.5
Random,10,6,128,49,4.3,0.0,4.3,4.3
RandomizedPmax,10,6,128,49,1.4,0.16035674514745463,1.2,1.6
FastGreedy,10,6,128,50,3.914285714285714,0,3.914285714285714,3.914285714285714
QThreshold,10,6,128,50,4.714285714285714,0,4.714285714285714,4.714285714285714
Random,10,6,128,50,4.285714285714286,0.0,4.285714285714286,4.285714285714286
RandomizedPmax,10,6,128,50,2.11487603305785,0.6172508041448435,1.0,3.9571428571428573
FastGreedy,10,6,128,51,1.2423076923076923,0,1.2423076923076923,1.2423076923076923
QThreshold,10,6,128,51,3.3846153846153846,0,3.3846153846153846,3.3846153846153846
Random,10,6,128,51,2.7423076923076923,0.0,2.7423076923076923,2.7423076923076923
RandomizedPmax,10,6,128,51,1.2692307692307692,0.0,1.2692307692307692,1.2692307692307692
FastGreedy,10,6,128,52,1.4,0,1.4,1.4
QThreshold,10,6,128,52,11.666666666666666,0,11.666666666666666,11.666666666666666
Random,10,6,128,52,8.366666666666667,0.0,8.366666666666667,8.366666666666667
RandomizedPmax,10,6,128,52,1.0,0.0,1.0,1.0
FastGreedy,10,6,128,53,1.1,0,1.1,1.1
