alg,n,m,p_max,I,mean,std,min,max
QThreshold,4,10,128,85,11.636363636363637,0,11.636363636363637,11.636363636363637
Random,4,10,128,85,6.7727272727272725,0.0,6.7727272727272725,6.7727272727272725
RandomizedPmax,4,10,128,85,1.0,0.0,1.0,1.0
FastGreedy,4,10,128,86,1.0,0,1.0,1.0
QThreshold,4,10,128,86,34.0,0,34.0,34.0
Random,4,10,128,86,30.125,0.0,30.125,30.125
RandomizedPmax,4,10,128,86,1.0,0.0,1.0,1.0
FastGreedy,4,10,128,87,1.0,0,1.0,1.0
QThreshold,4,10,128,87,14.0,0,14.0,14.0
Random,4,10,128,87,13.5,0.0,13.5,13.5
RandomizedPmax,4,10,128,87,1.0,0.0,1.0,1.0
FastGreedy,4,10,128,88,4.40625,0,4.40625,4.40625
QThreshold,4,10,128,88,12.375,0,12.375,12.375
Random,4,10,128,88,11.59375,0.0,11.59375,11.59375
RandomizedPmax,4,10,128,88,1.0,0.0,1.0,1.0
FastGreedy,4,10,128,89,2.1515151515151514,0,2.1515151515151514,2.1515151515151514
QThreshold,4,10,128,89,3.6363636363636362,0,3.6363636363636362,3.6363636363636362
Random,4,10,128,89,2.734848484848485,0.0,2.734848484848485,2.734848484848485
RandomizedPmax,4,10,128,89,2.1515151515151514,0.0,2.1515151515151514,2.1515151515151514
FastGreedy,4,10,128,90,2.4625,0,2.4625,2.4625
QThreshold,4,10,128,90,4.75,0,4.75,4.75
Random,4,10,128,90,2.4625,0.0,2.4625,2.4625
RandomizedPmax,4,10,128,90,2.6172743755036256,0.3684549970772352,1.4875,2.95
FastGreedy,4,10,128,91,3.0,0,3.0,3.0
QThreshold,4,10,128,91,1.0,0,1.0,1.0
Random,4,10,128,91,3.5625,0.0,3.5625,3.5625
RandomizedPmax,4,10,128,91,1.4958767361111132,0.6284814767173711,1.0,4.104166666666667
FastGreedy,4,10,128,92,3.4444444444444446,0,3.4444444444444446,3.4444444444444446
QThreshold,4,10,128,92,7.666666666666667,0,7.666666666666667,7.666666666666667
Random,4,10,128,92,4.444444444444445,0.0,4.444444444444445,4.444444444444445
RandomizedPmax,4,10,128,92,1.0,0.0,1.0,1.0
FastGreedy,4,10,128,93,4.0,0,4.0,4.0
QThreshold,4,10,128,93,48.0,0,48.0,48.0
Random,4,10,128,93,16.0,0.0,16.0,16.0
RandomizedPmax,4,10,128,93,4.0,0.0,4.0,4.0
FastGreedy,4,10,128,94,2.5833333333333335,0,2.5833333333333335,2.5833333333333335
QThreshold,4,10,128,94,3.0,0,3.0,3.0
Random,4,10,128,94,4.75,0.0,4.75,4.75
RandomizedPmax,4,10,128,94,3.0,0.0,3.0,3.0
FastGreedy,4,10,128,95,1.05,0,1.05,1.05
QThreshold,4,10,128,95,1.0,0,1.0,1.0
Random,4,10,128,95,3.55,0.0,3.55,3.55
RandomizedPmax,4,10,128,95,1.0,0.0,1.0,1.0
FastGreedy,4,10,128,96,3.375,0,3.375,3.375
QThreshold,4,10,128,96,23.0,0,23.0,23.0
Random,4,10,128,96,19.75,0.0,19.75,19.75
RandomizedPmax,4,10,128,96,1.9713141025641,1.4643870810460096,1.0,8.125
FastGreedy,4,10,128,97,1.0,0,1.0,1.0
QThreshold,4,10,128,97,3.0,0,3.0,3.0
Random,4,10,128,97,7.972222222222222,0.0,7.972222222222222,7.972222222222222
RandomizedPmax,4,10,128,97,1.0,0.0,1.0,1.0
FastGreedy,4,10,128,98,3.25,0,3.25,3.25
QThreshold,4,10,128,98,57.0,0,57.0,57.0
Random,4,10,128,98,43.125,0.0,43.125,43.125
RandomizedPmax,4,10,128,98,4.0,0.0,4.0,4.0
FastGreedy,4,10,128,99,1.9583333333333333,0,1.9583333333333333,1.9583333333333333
QThreshold,4,10,128,99,2.0,0,2.0,2.0
Random,4,10,128,99,2.7395833333333335,0.0,2.7395833333333335,2.7395833333333335
RandomizedPmax,4,10,128,99,1.9583333333333333,0.0,1.9583333333333333,1.9583333333333333
FastGreedy,6,10,128,0,2.6666666666666665,0,2.6666666666666665,2.6666666666666665
QThreshold,6,10,128,0,7.5,0,7.5,7.5
Random,6,10,128,0,3.9895833333333335,0.0,3.9895833333333335,3.9895833333333335
RandomizedPmax,6,10,128,0,1.8981807511737083,0.49164763450589466,1.0208333333333333,3.1041666666666665
FastGreedy,6,10,128,1,4.604166666666667,0,4.604166666666667,4.604166666666667
QThreshold,6,10,128,1,1.375,0,1.375,1.375
Random,6,10,128,1,8.395833333333334,0.0,8.395833333333334,8.395833333333334
RandomizedPmax,6,10,128,1,1.3353794642857153,0.04497297033138122,1.25,1.375
FastGreedy,6,10,128,2,1.0,0,1.0,1.0
QThreshold,6,10,128,2,1.6031746031746033,0,1.6031746031746033,1.6031746031746033
Random,6,10,128,2,1.4497354497354498,0.0,1.4497354497354498,1.4497354497354498
RandomizedPmax,6,10,128,2,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,3,4.2592592592592595,0,4.2592592592592595,4.2592592592592595
QThreshold,6,10,128,3,1.0,0,1.0,1.0
Random,6,10,128,3,6.462962962962963,0.0,6.462962962962963,6.462962962962963
RandomizedPmax,6,10,128,3,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,4,2.142857142857143,0,2.142857142857143,2.142857142857143
QThreshold,6,10,128,4,15.571428571428571,0,15.571428571428571,15.571428571428571
Random,6,10,128,4,6.023809523809524,0.0,6.023809523809524,6.023809523809524
RandomizedPmax,6,10,128,4,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,5,2.8333333333333335,0,2.8333333333333335,2.8333333333333335
QThreshold,6,10,128,5,15.714285714285714,0,15.714285714285714,15.714285714285714
Random,6,10,128,5,9.119047619047619,0.0,9.119047619047619,9.119047619047619
RandomizedPmax,6,10,128,5,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,6,2.3333333333333335,0,2.3333333333333335,2.3333333333333335
QThreshold,6,10,128,6,35.333333333333336,0,35.333333333333336,35.333333333333336
Random,6,10,128,6,16.61111111111111,0.0,16.61111111111111,16.61111111111111
RandomizedPmax,6,10,128,6,3.4084084084084085,0.8299949363080477,1.6666666666666667,5.0
FastGreedy,6,10,128,7,1.5333333333333334,0,1.5333333333333334,1.5333333333333334
QThreshold,6,10,128,7,3.466666666666667,0,3.466666666666667,3.466666666666667
Random,6,10,128,7,2.8555555555555556,0.0,2.8555555555555556,2.8555555555555556
RandomizedPmax,6,10,128,7,1.5333333333333334,0.0,1.5333333333333334,1.5333333333333334
FastGreedy,6,10,128,8,1.875,0,1.875,1.875
QThreshold,6,10,128,8,1.0,0,1.0,1.0
Random,6,10,128,8,4.489583333333333,0.0,4.489583333333333,4.489583333333333
RandomizedPmax,6,10,128,8,1.7195616883116882,0.24451024185067768,1.21875,2.3125
FastGreedy,6,10,128,9,5.0,0,5.0,5.0
QThreshold,6,10,128,9,6.0,0,6.0,6.0
Random,6,10,128,9,4.378787878787879,0.0,4.378787878787879,4.378787878787879
RandomizedPmax,6,10,128,9,2.4393939393939394,0.0,2.4393939393939394,2.4393939393939394
FastGreedy,6,10,128,10,5.097222222222222,0,5.097222222222222,5.097222222222222
QThreshold,6,10,128,10,9.0,0,9.0,9.0
Random,6,10,128,10,3.5,0.0,3.5,3.5
RandomizedPmax,6,10,128,10,1.462181528662423,0.6051659921640979,1.0555555555555556,5.152777777777778
FastGreedy,6,10,128,11,1.2916666666666667,0,1.2916666666666667,1.2916666666666667
QThreshold,6,10,128,11,13.125,0,13.125,13.125
Random,6,10,128,11,5.645833333333333,0.0,5.645833333333333,5.645833333333333
RandomizedPmax,6,10,128,11,1.5511574074074082,0.19517870074090582,1.2083333333333333,2.0833333333333335
FastGreedy,6,10,128,12,5.625,0,5.625,5.625
QThreshold,6,10,128,12,7.083333333333333,0,7.083333333333333,7.083333333333333
Random,6,10,128,12,6.416666666666667,0.0,6.416666666666667,6.416666666666667
RandomizedPmax,6,10,128,12,2.3845591057378615,1.3208538198635904,1.0,7.166666666666667
FastGreedy,6,10,128,13,4.019607843137255,0,4.019607843137255,4.019607843137255
QThreshold,6,10,128,13,2.235294117647059,0,2.235294117647059,2.235294117647059
Random,6,10,128,13,3.323529411764706,0.0,3.323529411764706,3.323529411764706
RandomizedPmax,6,10,128,13,3.829435811115465,0.8933759037110353,1.0,5.529411764705882
FastGreedy,6,10,128,14,6.25,0,6.25,6.25
QThreshold,6,10,128,14,5.25,0,5.25,5.25
Random,6,10,128,14,8.291666666666666,0.0,8.291666666666666,8.291666666666666
RandomizedPmax,6,10,128,14,1.9534606205250595,0.4974546958905675,1.5,3.375
FastGreedy,6,10,128,15,2.6666666666666665,0,2.6666666666666665,2.6666666666666665
QThreshold,6,10,128,15,57.0,0,57.0,57.0
Random,6,10,128,15,17.416666666666668,0.0,17.416666666666668,17.416666666666668
RandomizedPmax,6,10,128,15,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,16,1.0,0,1.0,1.0
QThreshold,6,10,128,16,24.0,0,24.0,24.0
Random,6,10,128,16,42.333333333333336,0.0,42.333333333333336,42.333333333333336
RandomizedPmax,6,10,128,16,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,17,1.0,0,1.0,1.0
QThreshold,6,10,128,17,18.0,0,18.0,18.0
Random,6,10,128,17,12.1,0.0,12.1,12.1
RandomizedPmax,6,10,128,17,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,18,4.407407407407407,0,4.407407407407407,4.407407407407407
QThreshold,6,10,128,18,7.888888888888889,0,7.888888888888889,7.888888888888889
Random,6,10,128,18,4.518518518518518,0.0,4.518518518518518,4.518518518518518
RandomizedPmax,6,10,128,18,1.3141160027952479,0.1612988481896164,1.1481481481481481,1.962962962962963
FastGreedy,6,10,128,19,1.5416666666666667,0,1.5416666666666667,1.5416666666666667
QThreshold,6,10,128,19,1.7,0,1.7,1.7
Random,6,10,128,19,1.6333333333333333,0.0,1.6333333333333333,1.6333333333333333
RandomizedPmax,6,10,128,19,1.5387387387387388,0.10532404267201094,1.2166666666666666,1.65
FastGreedy,6,10,128,20,3.4537037037037037,0,3.4537037037037037,3.4537037037037037
QThreshold,6,10,128,20,7.111111111111111,0,7.111111111111111,7.111111111111111
Random,6,10,128,20,4.268518518518518,0.0,4.268518518518518,4.268518518518518
RandomizedPmax,6,10,128,20,2.962962962962963,0.8013762738735088,1.9814814814814814,3.9444444444444446
FastGreedy,6,10,128,21,1.0,0,1.0,1.0
QThreshold,6,10,128,21,1.0,0,1.0,1.0
Random,6,10,128,21,21.77777777777778,0.0,21.77777777777778,21.77777777777778
RandomizedPmax,6,10,128,21,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,22,2.5416666666666665,0,2.5416666666666665,2.5416666666666665
QThreshold,6,10,128,22,15.625,0,15.625,15.625
Random,6,10,128,22,9.4375,0.0,9.4375,9.4375
RandomizedPmax,6,10,128,22,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,23,2.5555555555555554,0,2.5555555555555554,2.5555555555555554
QThreshold,6,10,128,23,5.666666666666667,0,5.666666666666667,5.666666666666667
Random,6,10,128,23,23.22222222222222,0.0,23.22222222222222,23.22222222222222
RandomizedPmax,6,10,128,23,2.792114695340497,0.8974684229976417,1.0,4.888888888888889
FastGreedy,6,10,128,24,1.2666666666666666,0,1.2666666666666666,1.2666666666666666
QThreshold,6,10,128,24,4.4,0,4.4,4.4
Random,6,10,128,24,2.2866666666666666,0.0,2.2866666666666666,2.2866666666666666
RandomizedPmax,6,10,128,24,1.32,0.0,1.32,1.32
FastGreedy,6,10,128,25,1.0,0,1.0,1.0
QThreshold,6,10,128,25,102.0,0,102.0,102.0
Random,6,10,128,25,40.5,0.0,40.5,40.5
RandomizedPmax,6,10,128,25,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,26,1.7291666666666667,0,1.7291666666666667,1.7291666666666667
QThreshold,6,10,128,26,1.7916666666666667,0,1.7916666666666667,1.7916666666666667
Random,6,10,128,26,1.7291666666666667,0.0,1.7291666666666667,1.7291666666666667
RandomizedPmax,6,10,128,26,1.875,0.0,1.875,1.875
FastGreedy,6,10,128,27,1.7179487179487178,0,1.7179487179487178,1.7179487179487178
QThreshold,6,10,128,27,1.0,0,1.0,1.0
Random,6,10,128,27,2.1452991452991452,0.0,2.1452991452991452,2.1452991452991452
RandomizedPmax,6,10,128,27,1.7179487179487178,0.0,1.7179487179487178,1.7179487179487178
FastGreedy,6,10,128,28,1.0,0,1.0,1.0
QThreshold,6,10,128,28,47.0,0,47.0,47.0
Random,6,10,128,28,56.0,0.0,56.0,56.0
RandomizedPmax,6,10,128,28,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,29,3.761904761904762,0,3.761904761904762,3.761904761904762
QThreshold,6,10,128,29,7.571428571428571,0,7.571428571428571,7.571428571428571
Random,6,10,128,29,6.833333333333333,0.0,6.833333333333333,6.833333333333333
RandomizedPmax,6,10,128,29,2.5340950908957076,0.8133090050413218,1.0,5.142857142857143
FastGreedy,6,10,128,30,1.25,0,1.25,1.25
QThreshold,6,10,128,30,15.0,0,15.0,15.0
Random,6,10,128,30,16.291666666666668,0.0,16.291666666666668,16.291666666666668
RandomizedPmax,6,10,128,30,1.25,0.0,1.25,1.25
FastGreedy,6,10,128,31,1.5555555555555556,0,1.5555555555555556,1.5555555555555556
QThreshold,6,10,128,31,20.166666666666668,0,20.166666666666668,20.166666666666668
Random,6,10,128,31,11.166666666666666,0.0,11.166666666666666,11.166666666666666
RandomizedPmax,6,10,128,31,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,32,6.75,0,6.75,6.75
QThreshold,6,10,128,32,1.0,0,1.0,1.0
Random,6,10,128,32,8.283333333333333,0.0,8.283333333333333,8.283333333333333
RandomizedPmax,6,10,128,32,1.0513978494623653,0.3039639836634446,1.0,2.9166666666666665
FastGreedy,6,10,128,33,1.0,0,1.0,1.0
QThreshold,6,10,128,33,6.105263157894737,0,6.105263157894737,6.105263157894737
Random,6,10,128,33,3.210526315789474,0.0,3.210526315789474,3.210526315789474
RandomizedPmax,6,10,128,33,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,34,1.0,0,1.0,1.0
QThreshold,6,10,128,34,10.6,0,10.6,10.6
Random,6,10,128,34,10.933333333333334,0.0,10.933333333333334,10.933333333333334
RandomizedPmax,6,10,128,34,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,35,3.619047619047619,0,3.619047619047619,3.619047619047619
QThreshold,6,10,128,35,2.0,0,2.0,2.0
Random,6,10,128,35,10.214285714285714,0.0,10.214285714285714,10.214285714285714
RandomizedPmax,6,10,128,35,1.666666666666667,0.25660011963983365,1.1666666666666667,2.0
FastGreedy,6,10,128,36,1.7407407407407407,0,1.7407407407407407,1.7407407407407407
QThreshold,6,10,128,36,3.6666666666666665,0,3.6666666666666665,3.6666666666666665
Random,6,10,128,36,2.7314814814814814,0.0,2.7314814814814814,2.7314814814814814
RandomizedPmax,6,10,128,36,1.5925925925925926,0.1622881651867159,1.4444444444444444,1.8888888888888888
FastGreedy,6,10,128,37,5.087301587301587,0,5.087301587301587,5.087301587301587
QThreshold,6,10,128,37,1.0,0,1.0,1.0
Random,6,10,128,37,2.5714285714285716,0.0,2.5714285714285716,2.5714285714285716
RandomizedPmax,6,10,128,37,5.087301587301587,0.0,5.087301587301587,5.087301587301587
FastGreedy,6,10,128,38,2.933333333333333,0,2.933333333333333,2.933333333333333
QThreshold,6,10,128,38,11.3,0,11.3,11.3
Random,6,10,128,38,4.983333333333333,0.0,4.983333333333333,4.983333333333333
RandomizedPmax,6,10,128,38,1.2666666666666664,0.07698003589195011,1.1333333333333333,1.4
FastGreedy,6,10,128,39,1.0,0,1.0,1.0
QThreshold,6,10,128,39,34.333333333333336,0,34.333333333333336,34.333333333333336
Random,6,10,128,39,22.27777777777778,0.0,22.27777777777778,22.27777777777778
RandomizedPmax,6,10,128,39,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,40,1.5128205128205128,0,1.5128205128205128,1.5128205128205128
QThreshold,6,10,128,40,3.3076923076923075,0,3.3076923076923075,3.3076923076923075
Random,6,10,128,40,3.6025641025641026,0.0,3.6025641025641026,3.6025641025641026
RandomizedPmax,6,10,128,40,1.1282051282051282,0.08108404256841996,1.0,1.2564102564102564
FastGreedy,6,10,128,41,2.05,0,2.05,2.05
QThreshold,6,10,128,41,6.0,0,6.0,6.0
Random,6,10,128,41,6.233333333333333,0.0,6.233333333333333,6.233333333333333
RandomizedPmax,6,10,128,41,1.196794871794872,0.08548744481831679,1.05,1.5166666666666666
FastGreedy,6,10,128,42,6.476190476190476,0,6.476190476190476,6.476190476190476
QThreshold,6,10,128,42,2.2857142857142856,0,2.2857142857142856,2.2857142857142856
Random,6,10,128,42,4.261904761904762,0.0,4.261904761904762,4.261904761904762
RandomizedPmax,6,10,128,42,1.6428571428571428,0.2624453295839119,1.4285714285714286,2.0714285714285716
FastGreedy,6,10,128,43,1.8095238095238095,0,1.8095238095238095,1.8095238095238095
QThreshold,6,10,128,43,7.142857142857143,0,7.142857142857143,7.142857142857143
Random,6,10,128,43,6.238095238095238,0.0,6.238095238095238,6.238095238095238
RandomizedPmax,6,10,128,43,1.2857142857142858,0.0,1.2857142857142858,1.2857142857142858
FastGreedy,6,10,128,44,3.85,0,3.85,3.85
QThreshold,6,10,128,44,10.1,0,10.1,10.1
Random,6,10,128,44,9.266666666666667,0.0,9.266666666666667,9.266666666666667
RandomizedPmax,6,10,128,44,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,45,1.0,0,1.0,1.0
QThreshold,6,10,128,45,32.0,0,32.0,32.0
Random,6,10,128,45,40.25,0.0,40.25,40.25
RandomizedPmax,6,10,128,45,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,46,1.0,0,1.0,1.0
QThreshold,6,10,128,46,54.0,0,54.0,54.0
Random,6,10,128,46,44.666666666666664,0.0,44.666666666666664,44.666666666666664
RandomizedPmax,6,10,128,46,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,47,3.0833333333333335,0,3.0833333333333335,3.0833333333333335
QThreshold,6,10,128,47,27.0,0,27.0,27.0
Random,6,10,128,47,29.083333333333332,0.0,29.083333333333332,29.083333333333332
RandomizedPmax,6,10,128,47,3.5,0.0,3.5,3.5
FastGreedy,6,10,128,48,7.833333333333333,0,7.833333333333333,7.833333333333333
QThreshold,6,10,128,48,14.0,0,14.0,14.0
Random,6,10,128,48,42.166666666666664,0.0,42.166666666666664,42.166666666666664
RandomizedPmax,6,10,128,48,13.560283687943267,0.487946354929999,12.166666666666666,14.333333333333334
FastGreedy,6,10,128,49,4.128205128205129,0,4.128205128205129,4.128205128205129
QThreshold,6,10,128,49,9.76923076923077,0,9.76923076923077,9.76923076923077
Random,6,10,128,49,5.5256410256410255,0.0,5.5256410256410255,5.5256410256410255
RandomizedPmax,6,10,128,49,2.32492137393048,0.8677062025372857,1.0,5.6923076923076925
FastGreedy,6,10,128,50,4.333333333333333,0,4.333333333333333,4.333333333333333
QThreshold,6,10,128,50,32.0,0,32.0,32.0
Random,6,10,128,50,74.0,0.0,74.0,74.0
RandomizedPmax,6,10,128,50,3.2189054726368167,2.5532811386829564,1.0,11.0
FastGreedy,6,10,128,51,1.0,0,1.0,1.0
QThreshold,6,10,128,51,10.8,0,10.8,10.8
Random,6,10,128,51,13.133333333333333,0.0,13.133333333333333,13.133333333333333
RandomizedPmax,6,10,128,51,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,52,4.678571428571429,0,4.678571428571429,4.678571428571429
QThreshold,6,10,128,52,1.6428571428571428,0,1.6428571428571428,1.6428571428571428
Random,6,10,128,52,4.785714285714286,0.0,4.785714285714286,4.785714285714286
RandomizedPmax,6,10,128,52,1.8928571428571428,0.9780759955449395,1.0,3.6785714285714284
FastGreedy,6,10,128,53,3.6666666666666665,0,3.6666666666666665,3.6666666666666665
QThreshold,6,10,128,53,5.875,0,5.875,5.875
Random,6,10,128,53,2.4479166666666665,0.0,2.4479166666666665,2.4479166666666665
RandomizedPmax,6,10,128,53,2.3279422514619883,0.8071902436479567,1.0,5.0
FastGreedy,6,10,128,54,6.190476190476191,0,6.190476190476191,6.190476190476191
QThreshold,6,10,128,54,5.857142857142857,0,5.857142857142857,5.857142857142857
Random,6,10,128,54,7.619047619047619,0.0,7.619047619047619,7.619047619047619
RandomizedPmax,6,10,128,54,4.892857142857143,1.0595015157276446,3.5952380952380953,6.190476190476191
FastGreedy,6,10,128,55,3.314814814814815,0,3.314814814814815,3.314814814814815
QThreshold,6,10,128,55,2.0555555555555554,0,2.0555555555555554,2.0555555555555554
Random,6,10,128,55,3.3518518518518516,0.0,3.3518518518518516,3.3518518518518516
RandomizedPmax,6,10,128,55,2.3755853554704127,0.5286242328124489,1.0,3.314814814814815
FastGreedy,6,10,128,56,2.057142857142857,0,2.057142857142857,2.057142857142857
QThreshold,6,10,128,56,1.0857142857142856,0,1.0857142857142856,1.0857142857142856
Random,6,10,128,56,2.1952380952380954,0.0,2.1952380952380954,2.1952380952380954
RandomizedPmax,6,10,128,56,2.057142857142857,0.0,2.057142857142857,2.057142857142857
FastGreedy,6,10,128,57,1.3055555555555556,0,1.3055555555555556,1.3055555555555556
QThreshold,6,10,128,57,6.333333333333333,0,6.333333333333333,6.333333333333333
Random,6,10,128,57,5.180555555555555,0.0,5.180555555555555,5.180555555555555
RandomizedPmax,6,10,128,57,1.2064814814814815,0.0785455928164759,1.0694444444444444,1.3194444444444444
FastGreedy,6,10,128,58,1.0,0,1.0,1.0
QThreshold,6,10,128,58,4.576923076923077,0,4.576923076923077,4.576923076923077
Random,6,10,128,58,3.7243589743589745,0.0,3.7243589743589745,3.7243589743589745
RandomizedPmax,6,10,128,58,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,59,2.5416666666666665,0,2.5416666666666665,2.5416666666666665
QThreshold,6,10,128,59,3.8333333333333335,0,3.8333333333333335,3.8333333333333335
Random,6,10,128,59,6.277777777777778,0.0,6.277777777777778,6.277777777777778
RandomizedPmax,6,10,128,59,1.1274936525208545,0.24881053405546905,1.0,2.0277777777777777
FastGreedy,6,10,128,60,4.538461538461538,0,4.538461538461538,4.538461538461538
QThreshold,6,10,128,60,2.769230769230769,0,2.769230769230769,2.769230769230769
Random,6,10,128,60,4.166666666666667,0.0,4.166666666666667,4.166666666666667
RandomizedPmax,6,10,128,60,1.8846153846153846,0.5107329304369767,1.0,2.769230769230769
FastGreedy,6,10,128,61,3.8181818181818183,0,3.8181818181818183,3.8181818181818183
QThreshold,6,10,128,61,6.7272727272727275,0,6.7272727272727275,6.7272727272727275
Random,6,10,128,61,7.5,0.0,7.5,7.5
RandomizedPmax,6,10,128,61,2.878787878787879,0.0,2.878787878787879,2.878787878787879
FastGreedy,6,10,128,62,6.0,0,6.0,6.0
QThreshold,6,10,128,62,16.0,0,16.0,16.0
Random,6,10,128,62,84.0,0.0,84.0,84.0
RandomizedPmax,6,10,128,62,7.784064665127016,3.068900867023109,1.0,16.0
FastGreedy,6,10,128,63,3.1031746031746033,0,3.1031746031746033,3.1031746031746033
QThreshold,6,10,128,63,3.0,0,3.0,3.0
Random,6,10,128,63,2.619047619047619,0.0,2.619047619047619,2.619047619047619
RandomizedPmax,6,10,128,63,3.5238095238095237,0.0,3.5238095238095237,3.5238095238095237
FastGreedy,6,10,128,64,1.2962962962962963,0,1.2962962962962963,1.2962962962962963
QThreshold,6,10,128,64,14.11111111111111,0,14.11111111111111,14.11111111111111
Random,6,10,128,64,6.981481481481482,0.0,6.981481481481482,6.981481481481482
RandomizedPmax,6,10,128,64,1.3333333333333333,0.21081851067789195,1.0,1.8333333333333333
FastGreedy,6,10,128,65,2.1785714285714284,0,2.1785714285714284,2.1785714285714284
QThreshold,6,10,128,65,2.4642857142857144,0,2.4642857142857144,2.4642857142857144
Random,6,10,128,65,3.0357142857142856,0.0,3.0357142857142856,3.0357142857142856
RandomizedPmax,6,10,128,65,2.1785714285714284,0.0,2.1785714285714284,2.1785714285714284
FastGreedy,6,10,128,66,5.583333333333333,0,5.583333333333333,5.583333333333333
QThreshold,6,10,128,66,14.5,0,14.5,14.5
Random,6,10,128,66,5.916666666666667,0.0,5.916666666666667,5.916666666666667
RandomizedPmax,6,10,128,66,1.4051724137931034,0.07958265760992085,1.0833333333333333,1.5
FastGreedy,6,10,128,67,3.4537037037037037,0,3.4537037037037037,3.4537037037037037
QThreshold,6,10,128,67,6.944444444444445,0,6.944444444444445,6.944444444444445
Random,6,10,128,67,3.0277777777777777,0.0,3.0277777777777777,3.0277777777777777
RandomizedPmax,6,10,128,67,2.4722222222222223,0.4006881369367544,1.9814814814814814,2.962962962962963
FastGreedy,6,10,128,68,2.933333333333333,0,2.933333333333333,2.933333333333333
QThreshold,6,10,128,68,10.6,0,10.6,10.6
Random,6,10,128,68,13.233333333333333,0.0,13.233333333333333,13.233333333333333
RandomizedPmax,6,10,128,68,2.2,0.4242640687119285,1.6,2.8
FastGreedy,6,10,128,69,5.977777777777778,0,5.977777777777778,5.977777777777778
QThreshold,6,10,128,69,5.666666666666667,0,5.666666666666667,5.666666666666667
Random,6,10,128,69,4.466666666666667,0.0,4.466666666666667,4.466666666666667
RandomizedPmax,6,10,128,69,4.426268464996791,1.5529405163573509,1.0,8.466666666666667
FastGreedy,6,10,128,70,3.25,0,3.25,3.25
QThreshold,6,10,128,70,20.0,0,20.0,20.0
Random,6,10,128,70,35.25,0.0,35.25,35.25
RandomizedPmax,6,10,128,70,5.5,0.0,5.5,5.5
FastGreedy,6,10,128,71,1.0,0,1.0,1.0
QThreshold,6,10,128,71,4.863636363636363,0,4.863636363636363,4.863636363636363
Random,6,10,128,71,3.606060606060606,0.0,3.606060606060606,3.606060606060606
RandomizedPmax,6,10,128,71,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,72,6.333333333333333,0,6.333333333333333,6.333333333333333
QThreshold,6,10,128,72,126.0,0,126.0,126.0
Random,6,10,128,72,22.0,0.0,22.0,22.0
RandomizedPmax,6,10,128,72,7.3273125342090895,3.231639824010528,1.0,17.0
FastGreedy,6,10,128,73,1.0,0,1.0,1.0
QThreshold,6,10,128,73,34.5,0,34.5,34.5
Random,6,10,128,73,19.0,0.0,19.0,19.0
RandomizedPmax,6,10,128,73,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,74,3.642857142857143,0,3.642857142857143,3.642857142857143
QThreshold,6,10,128,74,1.0,0,1.0,1.0
Random,6,10,128,74,6.690476190476191,0.0,6.690476190476191,6.690476190476191
RandomizedPmax,6,10,128,74,1.0,0.0,1.0,1.0
FastGreedy,6,10,128,75,4.296296296296297,0,4.296296296296297,4.296296296296297
QThreshold,6,10,128,75,6.777777777777778,0,6.777777777777778,6.777777777777778
Random,6,10,128,75,3.611111111111111,0.0,3.611111111111111,3.611111111111111
RandomizedPmax,6,10,128,75,1.263996554694229,0.19465834685777206,1.0,1.9259259259259258
FastGreedy,6,10,128,76,5.291666666666667,0,5.291666666666667,5.291666666666667
QThreshold,6,10,128,76,27.75,0,27.75,27.75
Random,6,10,128,76,13.708333333333334,0.0,13.708333333333334,13.708333333333334
RandomizedPmax,6,10,128,76,2.99910394265233,0.6465368897204565,1.5,4.583333333333333
FastGreedy,6,10,128,77,2.3666666666666667,0,2.3666666666666667,2.3666666666666667
QThreshold,6,10,128,77,1.0,0,1.0,1.0
Random,6,10,128,77,2.7444444444444445,0.0,2.7444444444444445,2.7444444444444445
RandomizedPmax,6,10,128,77,2.3666666666666667,0.0,2.3666666666666667,2.3666666666666667
FastGreedy,6,10,128,78,1.0,0,1.0,1.0
QThreshold,6,10,128,78,1.0,0,1.0,1.0
Random,6,10,128,78,32.75,0.0,32.75,32.75
RandomizedPmax,6,10,128,78,1.0,0.0,1.0,1.0
